epoch,loss,acc
1,0.6263060776449636,68.721251149954
2,0.6066137801491223,70.92916283348666
3,0.586890342592579,72.32750689972401
4,0.5727108788235912,73.43146274149034
5,0.5653378936387407,73.836246550138
6,0.5502052236844548,74.4066237350506
7,0.5124107428317214,75.9705611775529
8,0.48937523098576147,77.93928242870285
9,0.4534598576251727,79.65041398344066
10,0.410636583593968,82.72309107635695
11,0.40829431662792404,82.33670653173874
12,0.381610906933043,84.36062557497699
13,0.3504696060657348,86.10855565777369
14,0.33258926826429835,86.93652253909843
15,0.3228293797919545,87.30450781968722
16,0.28398520315533354,88.97884084636615
17,0.29029410821282886,87.91168353265869
18,0.30236127032405635,88.11407543698252
19,0.2729318938526442,89.78840846366145
20,0.26397896328333814,89.60441582336706
21,0.2497366789405113,90.91076356945722
22,0.22962141040276746,91.86752529898804
23,0.23986139059932993,91.48114075436983
24,0.21920028638633995,92.25390984360625
25,0.2200236287244854,91.68353265869365
26,0.2354924225687331,91.44434222631095
27,0.22499495609821046,91.8491260349586
28,0.21749702754275937,91.97792088316467
29,0.21453886820795598,92.033118675253
30,0.21695150834089522,92.25390984360625
31,0.19873418299960297,92.69549218031278
32,0.2055797795817356,92.34590616375345
33,0.20512152940303505,92.58509659613615
34,0.20734184672238787,92.56669733210671
35,0.2427827154187351,91.42594296228151
36,0.2343662722854148,91.88592456301748
37,0.21097461876400828,92.16191352345906
38,0.1965921734847064,93.06347746090157
39,0.21066632763233523,92.8426862925483
40,0.18949202542024307,93.06347746090157
41,0.1824340251381228,93.1738730450782
42,0.1942381248841949,92.8426862925483
43,0.20236198787446044,92.10671573137074
44,0.20196085280029144,92.52989880404783
45,0.22198248287638708,91.24195032198712
46,0.21268542504153606,91.88592456301748
47,0.2041348494953223,92.01471941122355
48,0.21910931571384012,91.53633854645814
49,0.24811902742201053,90.6163753449862
50,0.24071479020898956,90.80036798528059
51,0.23500842186317364,90.39558417663294
52,0.22341442499983086,91.77552897884085
53,0.22303934223851227,91.73873045078197
54,0.21635843638676433,91.62833486660533
55,0.22277517969652563,91.5179392824287
56,0.22420280468869458,91.35234590616376
57,0.2111809659649944,92.0883164673413
58,0.19665572084501048,92.95308187672492
59,0.21104695926495087,91.99632014719411
60,0.25361048314388707,89.88040478380864
61,0.24074511839437687,90.22999080036799
62,0.22645641179656648,91.18675252989881
63,0.22470948455426595,90.98436062557498
64,0.21497563360201713,91.7571297148114
65,0.22201340474295234,91.40754369825207
66,0.24525291046048525,90.00919963201473
67,0.2345975401361231,91.03955841766329
68,0.23555537219525255,90.54277828886845
69,0.2480953732067534,90.56117755289789
70,0.23309252032353264,90.72677092916284
71,0.2243043634577259,91.278748850046
72,0.19721768720062982,92.54829806807727
73,0.2049644438081645,92.47470101195952
74,0.19782072136962767,92.82428702851885
75,0.21556422233091896,91.72033118675253
76,0.2263411022366365,90.9475620975161
77,0.24217161781502705,90.24839006439743
78,0.22371471326582673,91.14995400183993
79,0.2300261958734207,90.78196872125115
80,0.2302862974142449,90.92916283348667
81,0.23269693044346987,91.05795768169274
82,0.2604827558333253,90.1379944802208
83,0.2647655968012246,89.58601655933762
84,0.25768300814631534,89.89880404783808
85,0.2535742798954114,90.32198712051517
86,0.2553680015217672,90.3771849126035
87,0.24120626076123924,91.03955841766329
88,0.2640621355853665,89.89880404783808
89,0.2556863459138264,89.99080036798529
90,0.272015578134398,88.70285188592456
91,0.26019526322850595,89.53081876724931
92,0.26829384007310253,89.0524379024839
93,0.2638375381582757,89.60441582336706
94,0.2716396151554604,89.32842686292548
95,0.29495331651967693,88.57405703771849
96,0.30101629329133966,87.65409383624655
97,0.28520581464674133,88.6292548298068
98,0.28837279198010063,88.59245630174793
99,0.28832616015989126,88.39006439742411
100,0.2953413693382349,88.31646734130635
