epoch,loss
1,1.0712465047836304
2,1.0476844310760498
3,1.0286133289337158
4,1.0129016637802124
5,0.9997448921203613
6,0.9885717630386353
7,0.9789876937866211
8,0.9707297682762146
9,0.9636297225952148
10,0.9575870633125305
11,0.9525509476661682
12,0.9485052824020386
13,0.945450484752655
14,0.9433764815330505
15,0.9422219395637512
16,0.9418259263038635
17,0.9418999552726746
18,0.9420590996742249
19,0.9419275522232056
20,0.9412609934806824
21,0.9400045871734619
22,0.9382591247558594
23,0.9361984729766846
24,0.9339885711669922
25,0.9317423701286316
26,0.9295101761817932
27,0.9272918105125427
28,0.9250560402870178
29,0.9227579832077026
30,0.9203519225120544
31,0.9177995920181274
32,0.9150748252868652
33,0.9121633768081665
34,0.9090567827224731
35,0.9057435989379883
36,0.9022061824798584
37,0.8984292149543762
38,0.8944162130355835
39,0.890190064907074
40,0.8857608437538147
41,0.881079375743866
42,0.876023530960083
43,0.8704462051391602
44,0.8642461895942688
45,0.8573752641677856
46,0.8497584462165833
47,0.8412413597106934
48,0.8317059278488159
49,0.821285605430603
50,0.8104535937309265
51,0.7998689413070679
52,0.790068507194519
53,0.7813212275505066
54,0.7737255692481995
55,0.7670866250991821
56,0.7613147497177124
57,0.7560563087463379
58,0.7498314380645752
59,0.7419768571853638
60,0.7337976694107056
61,0.7270013093948364
62,0.7221134901046753
63,0.7183929681777954
64,0.71504807472229
65,0.7116871476173401
66,0.7076549530029297
67,0.7024620175361633
68,0.6965081095695496
69,0.6911104321479797
70,0.6870539784431458
71,0.6833516955375671
72,0.6791269779205322
73,0.6756648421287537
74,0.6744130253791809
75,0.6704927086830139
76,0.6629014611244202
77,0.6609762907028198
78,0.6574682593345642
79,0.652076005935669
80,0.6507399678230286
81,0.6458364129066467
82,0.6417251229286194
83,0.6392908096313477
84,0.6339764595031738
85,0.6307671070098877
86,0.6277177929878235
87,0.6229974627494812
88,0.6201782822608948
89,0.6174585223197937
90,0.6130815744400024
91,0.609704315662384
92,0.6076915860176086
93,0.6052787899971008
94,0.6020603179931641
95,0.5985922813415527
96,0.5960099697113037
97,0.594312846660614
98,0.5924650430679321
99,0.5899702310562134
100,0.5870189070701599
101,0.5844084024429321
102,0.5823395848274231
103,0.5806827545166016
104,0.5790731310844421
105,0.5769562125205994
106,0.5744064450263977
107,0.5715547800064087
108,0.5691300630569458
109,0.5672967433929443
110,0.5656728148460388
111,0.5639137625694275
112,0.5617190599441528
113,0.559271514415741
114,0.5568145513534546
115,0.5546231865882874
116,0.552697479724884
117,0.550987184047699
118,0.5495500564575195
119,0.5485471487045288
120,0.5481921434402466
121,0.547268271446228
122,0.5443016290664673
123,0.5396712422370911
124,0.5372092723846436
125,0.5372314453125
126,0.5367779731750488
127,0.5339645147323608
128,0.530135989189148
129,0.5281896591186523
130,0.5279555320739746
131,0.527346670627594
132,0.5250508785247803
133,0.5216673016548157
134,0.5192042589187622
135,0.5182374119758606
136,0.5179452300071716
137,0.5174113512039185
138,0.5157225131988525
139,0.5127990245819092
140,0.5097216963768005
141,0.5077260136604309
142,0.5068592429161072
143,0.5066147446632385
144,0.5064762234687805
145,0.5056920647621155
146,0.5035845637321472
147,0.5003601312637329
148,0.4974650740623474
149,0.49596086144447327
150,0.4956232011318207
151,0.4957403838634491
