epoch,loss,acc
1,0.6222057511496842,68.35326586936522
2,0.6066775276017944,71.22355105795768
3,0.5917088356940864,71.95952161913523
4,0.5743813175129663,73.89144434222631
5,0.5642302683208513,73.836246550138
6,0.5575208906152829,74.77460901563937
7,0.5197888223003428,75.4001839926403
8,0.49148051806940063,77.25850965961362
9,0.47240426920688794,79.08003679852807
10,0.4486470475746284,80.14719411223551
11,0.4153172786102916,82.92548298068077
12,0.3976669137532644,84.10303587856485
13,0.40322398135988174,84.01103955841766
14,0.39640117128399516,83.8822447102116
15,0.3629921010631665,85.61177552897884
16,0.3693100663677757,84.83900643974242
17,0.3606029576001753,85.26218951241951
18,0.3340194673860628,86.07175712971481
19,0.31144737047530474,87.94848206071757
20,0.2892036661899747,89.03403863845446
21,0.3191141147910726,86.69733210671573
22,0.3303561348792212,87.69089236430543
23,0.38771833391549,83.0358785648574
24,0.39970719252080494,81.76632934682613
25,0.33393152423183803,85.74057037718491
26,0.3057037119142371,87.1573137074517
27,0.27895534430740837,89.51241950321987
28,0.29500945120079497,88.88684452621895
29,0.2877470711575077,89.10763569457222
30,0.2809913819964161,89.19963201471941
31,0.3263223874732178,86.78932842686292
32,0.3297646466047778,86.07175712971481
33,0.2776920297894095,88.8132474701012
34,0.28261499809693325,88.92364305427782
35,0.2903786528827465,88.37166513339466
36,0.2824285925589392,89.36522539098436
37,0.28987207431777917,88.77644894204232
38,0.29322737316971725,88.2060717571297
39,0.2576257486312326,89.53081876724931
40,0.2660284024245922,89.475620975161
41,0.28713673278771623,88.6292548298068
42,0.2777628510583239,88.6292548298068
43,0.24975479482035778,90.00919963201473
44,0.25361875803165296,89.49402023919043
45,0.2608922551919907,89.67801287948483
46,0.26738881740998,89.64121435142594
47,0.265732329673044,89.475620975161
48,0.26068458236059044,89.67801287948483
49,0.24848713524995278,90.45078196872124
50,0.25298872787191523,90.3771849126035
51,0.2772235002093198,89.14443422263109
52,0.3018982010969592,87.83808647654094
53,0.28492776295094807,88.66605335786568
54,0.2665021618275826,89.475620975161
55,0.28265773459262955,88.77644894204232
56,0.30942283184497155,87.69089236430543
57,0.30538549225001627,87.59889604415824
58,0.29913813505743886,87.672493100276
59,0.26729042115165547,88.90524379024839
60,0.2836591141302525,89.0524379024839
